생산월	line	prc	model	dr	설비수	wpd	send	capa	생산목표
26년 3월	16	KIB_46	KIYO	D1b	8	445	500	202920	106500
26년 3월	16	KIB_47	SERA	D1b	8	397	300	171504	106500
26년 3월	16	KIB_48	VITA	D1b	4	367	0	61656	106500
26년 3월	16	KIB_49	TERRA	D1b	5	433	0	93095	106500
26년 3월	16	KIB_50	SERA	D1b	8	459	0	187272	106500
26년 3월	17	KIZ_01	SERA	D1z	3	342	100	46170	115000
26년 3월	17	KIZ_02	KANO	D1z	6	387	500	111456	115000
26년 3월	17	KIZ_03	KIYO	D1z	5	416	300	118560	115000
26년 3월	17	KIZ_04	ELON	D1z	8	397	500	155624	115000
26년 3월	17	KIZ_05	TERRA	D1z	8	400	200	179200	115000
26년 3월	17	KIZ_06	TERRA	D1z	8	443	0	152392	115000
26년 3월	17	KIZ_07	LUMI	D1z	5	352	300	75680	115000
26년 3월	17	KIZ_08	KIYO	D1z	5	455	200	113750	115000
26년 3월	17	KIZ_09	SERA	D1z	5	453	0	106455	115000
26년 3월	17	KIZ_10	KIYO	D1z	3	346	0	53976	115000
26년 3월	17	KIZ_11	ARIA	D1z	3	334	0	53106	115000
26년 3월	17	KIZ_12	SERA	D1z	4	437	0	76912	115000
26년 3월	17	KIZ_13	KIYO	D1z	6	452	0	132888	115000
26년 3월	17	KIZ_14	ARIA	D1z	8	347	0	152680	115000
26년 3월	17	KIZ_15	LUMI	D1z	5	335	0	90450	115000
26년 3월	17	KIZ_16	NOVA	D1z	6	363	200	124146	115000
26년 3월	17	KIZ_17	ARIA	D1z	4	400	0	80000	115000
26년 3월	17	KIZ_18	LUMI	D1z	4	402	100	83616	115000
26년 3월	17	KIZ_19	NOVA	D1z	3	385	0	65835	115000
26년 3월	17	KIZ_20	SERA	D1z	4	340	500	73440	115000
26년 3월	17	KIZ_21	NOVA	D1z	7	371	0	148029	115000
26년 3월	17	KIZ_22	KIYO	D1z	5	385	0	107800	115000
26년 3월	17	KIZ_23	TERRA	D1z	7	449	200	135149	115000
26년 3월	17	KIZ_24	KANO	D1z	8	380	200	133760	115000
26년 3월	17	KIZ_25	ARIA	D1z	3	390	100	60840	115000
26년 3월	17	KIZ_26	MIRA	D1z	3	405	500	52245	115000
26년 3월	17	KIZ_27	VITA	D1z	6	433	0	116910	115000
26년 3월	17	KIZ_28	TERRA	D1z	4	417	0	76728	115000
26년 3월	17	KIZ_29	ELON	D1z	7	459	0	167076	115000
26년 3월	17	KIZ_30	ARIA	D1z	5	367	0	99090	115000
26년 3월	17	KIZ_31	VITA	D1z	4	446	0	96336	115000
26년 3월	17	KIZ_32	ELON	D1z	7	370	100	147630	115000
26년 3월	17	KIZ_33	LUMI	D1z	8	339	0	113904	115000
26년 3월	17	KIZ_34	SERA	D1z	3	329	0	53298	115000
26년 3월	17	KIZ_35	ELON	D1z	7	327	300	105294	115000
26년 3월	17	KIZ_36	LUMI	D1z	3	413	100	66906	115000
26년 3월	17	KIZ_37	MIRA	D1z	5	422	300	105500	115000
26년 3월	17	KIZ_38	TERRA	D1z	3	381	100	57150	115000
26년 3월	17	KIZ_39	VITA	D1z	4	423	0	74448	115000
26년 3월	17	KIZ_40	ELON	D1z	3	369	0	56457	115000
26년 3월	17	KIZ_41	ELON	D1z	7	445	200	180670	115000
26년 3월	17	KIZ_42	MIRA	D1z	7	323	0	110789	115000
26년 3월	17	KIZ_43	MIRA	D1z	4	346	0	65048	115000
26년 3월	17	KIZ_44	NOVA	D1z	7	430	0	162540	115000
26년 3월	17	KIZ_45	SERA	D1z	5	407	200	103785	115000
26년 3월	17	KIZ_46	ELON	D1z	8	427	200	153720	115000
26년 3월	17	KIZ_47	SERA	D1z	7	340	300	116620	115000
26년 3월	17	KIZ_48	SERA	D1z	4	390	0	85800	115000
26년 3월	17	KIZ_49	NOVA	D1z	3	320	200	50880	115000
26년 3월	17	KIZ_50	NOVA	D1z	4	412	300	69216	115000
26년 4월	16	KIZ_01	MIRA	D1z	4	442	300	102544	107600
26년 4월	16	KIZ_02	VITA	D1z	5	459	300	96390	107600
26년 4월	16	KIZ_03	LUMI	D1z	3	423	0	60912	107600
26년 4월	16	KIZ_04	ELON	D1z	5	409	0	92025	107600
26년 4월	16	KIZ_05	NOVA	D1z	7	406	0	122206	107600
26년 4월	16	KIZ_06	TERRA	D1z	5	447	0	102810	107600
26년 4월	16	KIZ_07	LUMI	D1z	5	329	0	74025	107600
26년 4월	16	KIZ_08	LUMI	D1z	5	379	100	104225	107600
26년 4월	16	KIZ_09	KIYO	D1z	5	415	100	91300	107600
26년 4월	16	KIZ_10	NOVA	D1z	3	331	300	45678	107600
26년 4월	16	KIZ_11	VITA	D1z	4	424	300	74624	107600
26년 4월	16	KIZ_12	KANO	D1z	6	399	0	126882	107600
26년 4월	16	KIZ_13	LUMI	D1z	3	412	200	71688	107600
26년 4월	16	KIZ_14	MIRA	D1z	7	436	0	152600	107600
26년 4월	16	KIZ_15	VITA	D1z	8	379	0	142504	107600
26년 4월	16	KIZ_16	ARIA	D1z	4	357	300	61404	107600
26년 4월	16	KIZ_17	ELON	D1z	5	375	0	91875	107600
26년 4월	16	KIZ_18	ELON	D1z	8	333	0	141192	107600
26년 4월	16	KIZ_19	SERA	D1z	5	344	0	72240	107600
26년 4월	16	KIZ_20	NOVA	D1z	3	426	0	67734	107600
26년 4월	16	KIZ_21	TERRA	D1z	7	411	500	152481	107600
26년 4월	16	KIZ_22	TERRA	D1z	6	380	200	100320	107600
26년 4월	16	KIZ_23	MIRA	D1z	7	406	100	164836	107600
26년 4월	16	KIZ_24	VITA	D1z	3	442	100	55692	107600
26년 4월	16	KIZ_25	MIRA	D1z	6	448	500	123648	107600
26년 4월	16	KIZ_26	ELON	D1z	4	413	100	87556	107600
26년 4월	16	KIZ_27	SERA	D1z	7	341	0	119350	107600
26년 4월	16	KIZ_28	NOVA	D1z	6	376	500	124080	107600
26년 4월	16	KIZ_29	VITA	D1z	8	416	300	139776	107600
26년 4월	16	KIZ_30	TERRA	D1z	5	339	0	81360	107600
26년 4월	16	KIZ_31	KANO	D1z	3	454	0	74910	107600
26년 4월	16	KIZ_32	KANO	D1z	7	331	0	111216	107600
26년 4월	16	KIZ_33	NOVA	D1z	3	370	500	54390	107600
26년 4월	16	KIZ_34	ARIA	D1z	4	428	0	90736	107600
26년 4월	16	KIZ_35	VITA	D1z	3	430	300	67080	107600
26년 4월	16	KIZ_36	SERA	D1z	8	451	300	173184	107600
26년 4월	16	KIZ_37	LUMI	D1z	6	398	0	100296	107600
26년 4월	16	KIZ_38	ARIA	D1z	4	451	0	90200	107600
26년 4월	16	KIZ_39	ARIA	D1z	4	394	200	66192	107600
26년 4월	16	KIZ_40	SERA	D1z	6	366	500	120780	107600
26년 4월	16	KIZ_41	ARIA	D1z	7	325	300	122850	107600
26년 4월	16	KIZ_42	MIRA	D1z	7	402	100	129444	107600
26년 4월	16	KIZ_43	VITA	D1z	8	372	200	151776	107600
26년 4월	16	KIZ_44	ARIA	D1z	3	382	0	49278	107600
26년 4월	16	KIZ_45	MIRA	D1z	6	394	0	101652	107600
26년 4월	16	KIZ_46	MIRA	D1z	8	323	100	149872	107600
26년 4월	16	KIZ_47	TERRA	D1z	8	353	200	138376	107600
26년 4월	16	KIZ_48	KANO	D1z	8	342	100	125856	107600
26년 4월	16	KIZ_49	KANO	D1z	5	336	100	82320	107600
26년 4월	16	KIZ_50	LUMI	D1z	5	399	500	97755	107600
26년 4월	16	KIB_01	ELON	D1b	3	363	0	50094	104400
26년 4월	16	KIB_02	TERRA	D1b	6	330	0	104940	104400
26년 4월	16	KIB_03	KIYO	D1b	3	331	0	42699	104400
26년 4월	16	KIB_04	VITA	D1b	3	353	0	55068	104400
26년 4월	16	KIB_05	NOVA	D1b	8	452	0	188032	104400
26년 4월	16	KIB_06	ARIA	D1b	7	422	100	171332	104400
26년 4월	16	KIB_07	MIRA	D1b	7	371	500	137641	104400
26년 4월	16	KIB_08	NOVA	D1b	7	366	0	146034	104400
26년 4월	16	KIB_09	VITA	D1b	4	392	500	83104	104400
26년 4월	16	KIB_10	TERRA	D1b	7	458	300	163506	104400
26년 4월	16	KIB_11	ARIA	D1b	7	335	100	110215	104400
26년 4월	16	KIB_12	VITA	D1b	4	421	0	85884	104400
26년 4월	16	KIB_13	VITA	D1b	3	422	100	53172	104400
26년 4월	16	KIB_14	LUMI	D1b	6	452	100	113904	104400
26년 4월	16	KIB_15	VITA	D1b	4	384	300	87552	104400
26년 4월	16	KIB_16	KIYO	D1b	4	345	300	67620	104400
26년 4월	16	KIB_17	TERRA	D1b	8	433	200	190520	104400
26년 4월	16	KIB_18	MIRA	D1b	8	414	0	165600	104400
26년 4월	16	KIB_19	SERA	D1b	8	354	500	121776	104400
26년 4월	16	KIB_20	KIYO	D1b	8	362	0	165072	104400
26년 4월	16	KIB_21	ELON	D1b	5	322	200	86940	104400
26년 4월	16	KIB_22	ELON	D1b	6	434	100	127596	104400
26년 4월	16	KIB_23	KANO	D1b	4	452	200	84976	104400
26년 4월	16	KIB_24	SERA	D1b	3	355	0	50055	104400
26년 4월	16	KIB_25	SERA	D1b	6	340	500	95880	104400
26년 4월	16	KIB_26	TERRA	D1b	4	393	100	86460	104400
26년 4월	16	KIB_27	VITA	D1b	4	392	300	65856	104400
26년 4월	16	KIB_28	NOVA	D1b	7	336	0	103488	104400
26년 4월	16	KIB_29	VITA	D1b	6	433	0	132498	104400
26년 4월	16	KIB_30	KIYO	D1b	8	372	200	172608	104400
26년 4월	16	KIB_31	KANO	D1b	3	415	0	56025	104400
26년 4월	16	KIB_32	ARIA	D1b	7	422	0	168378	104400
26년 4월	16	KIB_33	MIRA	D1b	3	358	0	45108	104400
26년 4월	16	KIB_34	TERRA	D1b	7	348	0	124236	104400
26년 4월	16	KIB_35	TERRA	D1b	4	335	500	72360	104400
26년 4월	16	KIB_36	LUMI	D1b	5	360	500	97200	104400
26년 4월	16	KIB_37	VITA	D1b	4	365	0	68620	104400
26년 4월	16	KIB_38	NOVA	D1b	7	355	300	121765	104400
26년 4월	16	KIB_39	SERA	D1b	7	438	0	141036	104400
26년 4월	16	KIB_40	KIYO	D1b	8	328	200	125952	104400
26년 4월	16	KIB_41	KIYO	D1b	3	363	0	58806	104400
26년 4월	16	KIB_42	TERRA	D1b	7	439	0	175161	104400
26년 4월	16	KIB_43	LUMI	D1b	3	344	0	46440	104400
26년 4월	16	KIB_44	KIYO	D1b	8	372	0	139872	104400
26년 4월	16	KIB_45	ELON	D1b	8	418	0	187264	104400
26년 4월	16	KIB_46	TERRA	D1b	6	452	0	113904	104400
26년 4월	16	KIB_47	VITA	D1b	4	370	100	81400	104400
26년 4월	16	KIB_48	KANO	D1b	5	348	200	99180	104400
26년 4월	16	KIB_49	NOVA	D1b	7	375	0	147000	104400
26년 4월	16	KIB_50	TERRA	D1b	5	399	0	115710	104400
26년 4월	17	KIZ_01	TERRA	D1z	3	428	200	64200	111700
26년 4월	17	KIZ_02	SERA	D1z	5	424	300	89040	111700
26년 4월	17	KIZ_03	VITA	D1z	8	452	200	206112	111700
26년 4월	17	KIZ_04	ELON	D1z	8	447	0	150192	111700
26년 4월	17	KIZ_05	VITA	D1z	8	436	0	163936	111700
26년 4월	17	KIZ_06	KIYO	D1z	8	392	300	175616	111700
26년 4월	17	KIZ_07	SERA	D1z	7	369	0	134316	111700
26년 4월	17	KIZ_08	MIRA	D1z	3	437	200	62928	111700
26년 4월	17	KIZ_09	LUMI	D1z	7	355	0	106855	111700
26년 4월	17	KIZ_10	KANO	D1z	7	432	0	166320	111700
26년 4월	17	KIZ_11	LUMI	D1z	5	392	100	109760	111700
26년 4월	17	KIZ_12	TERRA	D1z	6	323	500	87210	111700
26년 4월	17	KIZ_13	NOVA	D1z	5	325	300	92625	111700
26년 4월	17	KIZ_14	LUMI	D1z	5	408	0	89760	111700
26년 4월	17	KIZ_15	TERRA	D1z	3	365	0	60225	111700
26년 4월	17	KIZ_16	ELON	D1z	4	326	0	56072	111700
26년 4월	17	KIZ_17	KANO	D1z	5	426	0	93720	111700
26년 4월	17	KIZ_18	NOVA	D1z	5	444	0	113220	111700
26년 4월	17	KIZ_19	KIYO	D1z	5	369	200	86715	111700
26년 4월	17	KIZ_20	NOVA	D1z	6	338	0	117624	111700
26년 4월	17	KIZ_21	MIRA	D1z	4	363	0	68244	111700
26년 4월	17	KIZ_22	VITA	D1z	6	370	0	104340	111700
26년 4월	17	KIZ_23	VITA	D1z	4	387	0	85140	111700
26년 4월	17	KIZ_24	ARIA	D1z	7	321	0	105609	111700
26년 4월	17	KIZ_25	MIRA	D1z	6	411	0	128232	111700
26년 4월	17	KIZ_26	KANO	D1z	6	449	0	115842	111700
26년 4월	17	KIZ_27	TERRA	D1z	5	417	500	100080	111700
26년 4월	17	KIZ_28	LUMI	D1z	6	369	0	128412	111700
26년 4월	17	KIZ_29	VITA	D1z	8	425	500	173400	111700
26년 4월	17	KIZ_30	ARIA	D1z	8	347	500	141576	111700
26년 4월	17	KIZ_31	KIYO	D1z	5	400	0	106000	111700
26년 4월	17	KIZ_32	TERRA	D1z	3	381	0	58293	111700
26년 4월	17	KIZ_33	VITA	D1z	4	443	0	83284	111700
26년 4월	17	KIZ_34	ELON	D1z	5	351	500	101790	111700
26년 4월	17	KIZ_35	NOVA	D1z	5	367	300	97255	111700
26년 4월	17	KIZ_36	KANO	D1z	6	390	100	98280	111700
26년 4월	17	KIZ_37	ARIA	D1z	7	391	0	123165	111700
26년 4월	17	KIZ_38	ARIA	D1z	8	428	200	157504	111700
26년 4월	17	KIZ_39	KIYO	D1z	6	443	100	116952	111700
26년 4월	17	KIZ_40	ARIA	D1z	5	379	0	87170	111700
26년 4월	17	KIZ_41	SERA	D1z	8	419	300	167600	111700
26년 4월	17	KIZ_42	ELON	D1z	6	390	0	114660	111700
26년 4월	17	KIZ_43	LUMI	D1z	5	343	500	92610	111700
26년 4월	17	KIZ_44	KANO	D1z	4	390	0	82680	111700
26년 4월	17	KIZ_45	KANO	D1z	6	383	0	121794	111700
26년 4월	17	KIZ_46	VITA	D1z	5	412	0	90640	111700
26년 4월	17	KIZ_47	SERA	D1z	4	444	500	99456	111700
26년 4월	17	KIZ_48	LUMI	D1z	3	415	200	67230	111700
26년 4월	17	KIZ_49	KIYO	D1z	5	359	0	91545	111700
26년 4월	17	KIZ_50	SERA	D1z	3	341	0	42966	111700
26년 5월	16	KIZ_01	MIRA	D1z	6	364	300	93912	106500
26년 5월	16	KIZ_02	KANO	D1z	3	437	0	57684	106500
26년 5월	16	KIZ_03	ELON	D1z	3	389	0	60684	106500
26년 5월	16	KIZ_04	MIRA	D1z	5	415	0	103750	106500
26년 5월	16	KIZ_05	ARIA	D1z	8	382	500	137520	106500
26년 5월	16	KIZ_06	VITA	D1z	8	409	0	143968	106500
26년 5월	16	KIZ_07	VITA	D1z	4	357	200	68544	106500
26년 5월	16	KIZ_08	VITA	D1z	8	426	0	146544	106500
26년 5월	16	KIZ_09	SERA	D1z	3	437	300	65550	106500
26년 5월	16	KIZ_10	VITA	D1z	8	389	0	161824	106500
26년 5월	16	KIZ_11	KIYO	D1z	8	449	500	172416	106500
26년 5월	16	KIZ_12	TERRA	D1z	3	402	0	65124	106500
26년 5월	16	KIZ_13	MIRA	D1z	4	362	0	62264	106500
26년 5월	16	KIZ_14	SERA	D1z	5	354	0	77880	106500
26년 5월	16	KIZ_15	MIRA	D1z	4	417	200	96744	106500
26년 5월	16	KIZ_16	ARIA	D1z	4	454	0	103512	106500
26년 5월	16	KIZ_17	ELON	D1z	5	342	0	76950	106500
26년 5월	16	KIZ_18	SERA	D1z	4	361	0	75088	106500
26년 5월	16	KIZ_19	ELON	D1z	3	409	0	58896	106500
26년 5월	16	KIZ_20	KANO	D1z	4	342	0	69768	106500
26년 5월	16	KIZ_21	KANO	D1z	5	442	0	97240	106500
26년 5월	16	KIZ_22	NOVA	D1z	3	401	200	69774	106500
26년 5월	16	KIZ_23	NOVA	D1z	7	455	0	136955	106500
26년 5월	16	KIZ_24	ARIA	D1z	5	378	200	94500	106500
26년 5월	16	KIZ_25	LUMI	D1z	6	323	100	85272	106500
26년 5월	16	KIZ_26	MIRA	D1z	3	442	0	63648	106500
26년 5월	16	KIZ_27	SERA	D1z	4	437	300	78660	106500
26년 5월	16	KIZ_28	KIYO	D1z	8	343	200	142688	106500
26년 5월	16	KIZ_29	TERRA	D1z	4	424	500	93280	106500
26년 5월	16	KIZ_30	VITA	D1z	4	417	0	70056	106500
26년 5월	16	KIZ_31	LUMI	D1z	8	342	0	120384	106500
26년 5월	16	KIZ_32	VITA	D1z	4	418	0	96976	106500
26년 5월	16	KIZ_33	ARIA	D1z	6	353	0	105900	106500
26년 5월	16	KIZ_34	KIYO	D1z	4	368	300	63296	106500
26년 5월	16	KIZ_35	SERA	D1z	8	322	0	146832	106500
26년 5월	16	KIZ_36	SERA	D1z	7	435	0	127890	106500
26년 5월	16	KIZ_37	VITA	D1z	8	432	200	183168	106500
26년 5월	16	KIZ_38	SERA	D1z	8	392	0	159936	106500
26년 5월	16	KIZ_39	VITA	D1z	4	347	0	69400	106500
26년 5월	16	KIZ_40	KIYO	D1z	7	343	200	112847	106500
26년 5월	16	KIZ_41	ELON	D1z	3	377	0	58812	106500
26년 5월	16	KIZ_42	NOVA	D1z	6	393	0	101394	106500
26년 5월	16	KIZ_43	ARIA	D1z	7	395	300	124425	106500
26년 5월	16	KIZ_44	KIYO	D1z	6	373	200	107424	106500
26년 5월	16	KIZ_45	SERA	D1z	6	335	0	88440	106500
26년 5월	16	KIZ_46	ARIA	D1z	8	421	0	148192	106500
26년 5월	16	KIZ_47	ARIA	D1z	3	377	0	61074	106500
26년 5월	16	KIZ_48	ELON	D1z	4	460	100	95680	106500
26년 5월	16	KIZ_49	LUMI	D1z	6	452	0	138312	106500
26년 5월	16	KIZ_50	LUMI	D1z	8	429	300	157872	106500
26년 5월	16	KIB_01	SERA	D1b	8	383	0	177712	105600
26년 5월	16	KIB_02	TERRA	D1b	6	424	0	122112	105600
26년 5월	16	KIB_03	NOVA	D1b	3	321	100	43335	105600
26년 5월	16	KIB_04	ARIA	D1b	5	350	300	96250	105600
26년 5월	16	KIB_05	KIYO	D1b	5	365	300	105850	105600
26년 5월	16	KIB_06	MIRA	D1b	6	403	0	111228	105600
26년 5월	16	KIB_07	ELON	D1b	4	434	0	98952	105600
26년 5월	16	KIB_08	TERRA	D1b	3	355	0	60705	105600
26년 5월	16	KIB_09	ARIA	D1b	6	452	300	138312	105600
26년 5월	16	KIB_10	TERRA	D1b	3	453	0	63873	105600
26년 5월	16	KIB_11	MIRA	D1b	7	363	100	114345	105600
26년 5월	16	KIB_12	LUMI	D1b	6	376	0	117312	105600
26년 5월	16	KIB_13	ELON	D1b	4	355	100	68160	105600
26년 5월	16	KIB_14	KANO	D1b	3	331	200	45678	105600
26년 5월	16	KIB_15	NOVA	D1b	8	414	0	158976	105600
26년 5월	16	KIB_16	NOVA	D1b	8	410	0	180400	105600
26년 5월	16	KIB_17	KIYO	D1b	8	418	0	163856	105600
26년 5월	16	KIB_18	KANO	D1b	7	437	200	171304	105600
26년 5월	16	KIB_19	VITA	D1b	7	332	200	132468	105600
26년 5월	16	KIB_20	ELON	D1b	5	433	200	114745	105600
26년 5월	16	KIB_21	MIRA	D1b	8	382	300	171136	105600
26년 5월	16	KIB_22	VITA	D1b	8	374	100	167552	105600
26년 5월	16	KIB_23	MIRA	D1b	4	449	300	98780	105600
26년 5월	16	KIB_24	VITA	D1b	7	457	0	156751	105600
26년 5월	16	KIB_25	VITA	D1b	3	424	0	71232	105600
26년 5월	16	KIB_26	SERA	D1b	6	451	0	127182	105600
26년 5월	16	KIB_27	LUMI	D1b	5	412	100	88580	105600
26년 5월	16	KIB_28	KANO	D1b	5	443	300	124040	105600
26년 5월	16	KIB_29	KANO	D1b	5	414	500	109710	105600
26년 5월	16	KIB_30	ARIA	D1b	5	409	200	118610	105600
26년 5월	16	KIB_31	ARIA	D1b	7	406	0	133574	105600
26년 5월	16	KIB_32	KIYO	D1b	7	427	0	128527	105600
26년 5월	16	KIB_33	ELON	D1b	6	328	0	90528	105600
26년 5월	16	KIB_34	TERRA	D1b	6	399	0	112518	105600
26년 5월	16	KIB_35	ARIA	D1b	7	440	0	129360	105600
26년 5월	16	KIB_36	MIRA	D1b	5	387	0	98685	105600
26년 5월	16	KIB_37	KANO	D1b	3	460	100	66240	105600
26년 5월	16	KIB_38	NOVA	D1b	8	333	0	143856	105600
26년 5월	16	KIB_39	ARIA	D1b	5	412	0	109180	105600
26년 5월	16	KIB_40	VITA	D1b	8	368	100	167808	105600
26년 5월	16	KIB_41	TERRA	D1b	3	351	0	46332	105600
26년 5월	16	KIB_42	TERRA	D1b	5	456	500	132240	105600
26년 5월	16	KIB_43	KIYO	D1b	7	382	300	125678	105600
26년 5월	16	KIB_44	MIRA	D1b	8	414	300	139104	105600
26년 5월	16	KIB_45	ARIA	D1b	8	406	500	149408	105600
26년 5월	16	KIB_46	VITA	D1b	6	387	0	113778	105600
26년 5월	16	KIB_47	KANO	D1b	6	371	0	102396	105600
26년 5월	16	KIB_48	MIRA	D1b	6	416	0	124800	105600
26년 5월	16	KIB_49	TERRA	D1b	6	357	0	92106	105600
26년 5월	16	KIB_50	KIYO	D1b	6	356	0	98256	105600
26년 5월	17	KIZ_01	KANO	D1z	5	328	100	88560	114500
26년 5월	17	KIZ_02	ARIA	D1z	5	340	0	81600	114500
26년 5월	17	KIZ_03	ELON	D1z	6	387	100	125388	114500
26년 5월	17	KIZ_04	ARIA	D1z	6	328	100	108240	114500
26년 5월	17	KIZ_05	KANO	D1z	7	333	500	97902	114500
26년 5월	17	KIZ_06	ELON	D1z	7	436	0	177016	114500
26년 5월	17	KIZ_07	LUMI	D1z	7	368	500	133952	114500
26년 5월	17	KIZ_08	ARIA	D1z	4	408	0	71808	114500
26년 5월	17	KIZ_09	VITA	D1z	5	361	0	102885	114500
26년 5월	17	KIZ_10	SERA	D1z	6	404	0	104232	114500
26년 5월	17	KIZ_11	KANO	D1z	3	416	0	58656	114500
26년 5월	17	KIZ_12	VITA	D1z	8	325	100	130000	114500
26년 5월	17	KIZ_13	VITA	D1z	3	346	300	50862	114500
26년 5월	17	KIZ_14	ARIA	D1z	8	455	300	160160	114500
26년 5월	17	KIZ_15	TERRA	D1z	5	332	0	78020	114500
26년 5월	17	KIZ_16	NOVA	D1z	7	407	0	125356	114500
26년 5월	17	KIZ_17	ELON	D1z	4	378	0	69552	114500
26년 5월	17	KIZ_18	TERRA	D1z	7	441	0	148176	114500
26년 5월	17	KIZ_19	MIRA	D1z	8	360	300	141120	114500
26년 5월	17	KIZ_20	LUMI	D1z	4	396	500	71280	114500
26년 5월	17	KIZ_21	KANO	D1z	5	361	0	81225	114500
26년 5월	17	KIZ_22	NOVA	D1z	5	396	0	110880	114500
26년 5월	17	KIZ_23	ELON	D1z	8	407	0	143264	114500
26년 5월	17	KIZ_24	SERA	D1z	3	389	0	53682	114500
26년 5월	17	KIZ_25	KIYO	D1z	3	370	200	54390	114500
26년 5월	17	KIZ_26	NOVA	D1z	5	349	500	75035	114500
26년 5월	17	KIZ_27	LUMI	D1z	6	354	0	101952	114500
26년 5월	17	KIZ_28	VITA	D1z	4	363	200	60984	114500
26년 5월	17	KIZ_29	SERA	D1z	8	401	100	150776	114500
26년 5월	17	KIZ_30	TERRA	D1z	6	376	300	110544	114500
26년 5월	17	KIZ_31	NOVA	D1z	4	325	0	54600	114500
26년 5월	17	KIZ_32	ELON	D1z	8	425	0	176800	114500
26년 5월	17	KIZ_33	ELON	D1z	6	346	0	97572	114500
26년 5월	17	KIZ_34	SERA	D1z	4	437	500	83904	114500
26년 5월	17	KIZ_35	LUMI	D1z	8	382	0	171136	114500
26년 5월	17	KIZ_36	KIYO	D1z	7	422	0	147700	114500
26년 5월	17	KIZ_37	MIRA	D1z	8	426	0	166992	114500
26년 5월	17	KIZ_38	VITA	D1z	7	390	500	152880	114500
26년 5월	17	KIZ_39	ARIA	D1z	5	353	300	93545	114500
26년 5월	17	KIZ_40	TERRA	D1z	8	350	0	134400	114500
26년 5월	17	KIZ_41	KANO	D1z	3	386	0	64848	114500
26년 5월	17	KIZ_42	MIRA	D1z	5	390	0	91650	114500
26년 5월	17	KIZ_43	TERRA	D1z	3	434	0	71610	114500
26년 5월	17	KIZ_44	ELON	D1z	5	407	0	115995	114500
26년 5월	17	KIZ_45	NOVA	D1z	8	379	0	127344	114500
26년 5월	17	KIZ_46	KANO	D1z	3	374	0	54978	114500
26년 5월	17	KIZ_47	VITA	D1z	6	425	500	127500	114500
26년 5월	17	KIZ_48	ARIA	D1z	5	415	0	93375	114500
26년 5월	17	KIZ_49	NOVA	D1z	7	333	0	109557	114500
26년 5월	17	KIZ_50	KANO	D1z	6	321	0	111708	114500
26년 6월	16	KIZ_01	ARIA	D1z	4	386	500	84920	109500
26년 6월	16	KIZ_02	KANO	D1z	7	374	500	120428	109500
26년 6월	16	KIZ_03	SERA	D1z	6	402	0	130248	109500
26년 6월	16	KIZ_04	ELON	D1z	7	363	300	129591	109500
26년 6월	16	KIZ_05	TERRA	D1z	4	407	200	79772	109500
26년 6월	16	KIZ_06	KANO	D1z	6	435	300	148770	109500
26년 6월	16	KIZ_07	ELON	D1z	6	383	300	124092	109500
26년 6월	16	KIZ_08	KIYO	D1z	7	439	200	150577	109500
26년 6월	16	KIZ_09	KANO	D1z	4	415	500	76360	109500
26년 6월	16	KIZ_10	LUMI	D1z	3	414	500	64584	109500
26년 6월	16	KIZ_11	LUMI	D1z	5	331	300	87715	109500
26년 6월	16	KIZ_12	ELON	D1z	4	434	300	98952	109500
26년 6월	16	KIZ_13	KIYO	D1z	4	348	100	76560	109500
26년 6월	16	KIZ_14	MIRA	D1z	8	353	0	163792	109500
26년 6월	16	KIZ_15	NOVA	D1z	5	414	200	103500	109500
26년 6월	16	KIZ_16	VITA	D1z	5	424	100	93280	109500
26년 6월	16	KIZ_17	VITA	D1z	3	334	500	54108	109500
26년 6월	16	KIZ_18	LUMI	D1z	8	435	300	160080	109500
26년 6월	16	KIZ_19	TERRA	D1z	6	453	300	149490	109500
26년 6월	16	KIZ_20	KIYO	D1z	8	404	300	174528	109500
26년 6월	16	KIZ_21	KIYO	D1z	7	425	0	142800	109500
26년 6월	16	KIZ_22	VITA	D1z	3	456	0	62928	109500
26년 6월	16	KIZ_23	ARIA	D1z	3	419	0	62850	109500
26년 6월	16	KIZ_24	ELON	D1z	5	346	0	93420	109500
26년 6월	16	KIZ_25	MIRA	D1z	4	394	100	74072	109500
26년 6월	16	KIZ_26	LUMI	D1z	4	457	0	82260	109500
26년 6월	16	KIZ_27	KANO	D1z	4	399	0	78204	109500
26년 6월	16	KIZ_28	TERRA	D1z	4	369	300	69372	109500
26년 6월	16	KIZ_29	TERRA	D1z	6	358	0	124584	109500
26년 6월	16	KIZ_30	KANO	D1z	6	425	0	122400	109500
26년 6월	16	KIZ_31	SERA	D1z	5	345	0	100050	109500
26년 6월	16	KIZ_32	LUMI	D1z	5	349	0	73290	109500
26년 6월	16	KIZ_33	ELON	D1z	5	330	500	90750	109500
26년 6월	16	KIZ_34	KIYO	D1z	8	371	300	160272	109500
26년 6월	16	KIZ_35	TERRA	D1z	8	415	0	179280	109500
26년 6월	16	KIZ_36	NOVA	D1z	3	383	300	65493	109500
26년 6월	16	KIZ_37	SERA	D1z	5	353	0	88250	109500
26년 6월	16	KIZ_38	NOVA	D1z	4	388	0	65184	109500
26년 6월	16	KIZ_39	VITA	D1z	4	346	200	69200	109500
26년 6월	16	KIZ_40	MIRA	D1z	7	423	100	148050	109500
